# Generated by scripts/vendor/refresh-unicode-names.py — do not hand-edit.
# Unicode 16.0.0, 26 curated blocks.
# Format: HEX;NAME;GENERAL_CATEGORY;BLOCK_SLUG
2399;PRINT SCREEN SYMBOL;So;miscellaneous-technical
239A;CLEAR SCREEN SYMBOL;So;miscellaneous-technical
239B;LEFT PARENTHESIS UPPER HOOK;Sm;miscellaneous-technical
239C;LEFT PARENTHESIS EXTENSION;Sm;miscellaneous-technical
239D;LEFT PARENTHESIS LOWER HOOK;Sm;miscellaneous-technical
239E;RIGHT PARENTHESIS UPPER HOOK;Sm;miscellaneous-technical
239F;RIGHT PARENTHESIS EXTENSION;Sm;miscellaneous-technical
23A0;RIGHT PARENTHESIS LOWER HOOK;Sm;miscellaneous-technical
23A1;LEFT SQUARE BRACKET UPPER CORNER;Sm;miscellaneous-technical
23A2;LEFT SQUARE BRACKET EXTENSION;Sm;miscellaneous-technical
23A3;LEFT SQUARE BRACKET LOWER CORNER;Sm;miscellaneous-technical
23A4;RIGHT SQUARE BRACKET UPPER CORNER;Sm;miscellaneous-technical
23A5;RIGHT SQUARE BRACKET EXTENSION;Sm;miscellaneous-technical
23A6;RIGHT SQUARE BRACKET LOWER CORNER;Sm;miscellaneous-technical
23A7;LEFT CURLY BRACKET UPPER HOOK;Sm;miscellaneous-technical
23A8;LEFT CURLY BRACKET MIDDLE PIECE;Sm;miscellaneous-technical
23A9;LEFT CURLY BRACKET LOWER HOOK;Sm;miscellaneous-technical
23AA;CURLY BRACKET EXTENSION;Sm;miscellaneous-technical
23AB;RIGHT CURLY BRACKET UPPER HOOK;Sm;miscellaneous-technical
23AC;RIGHT CURLY BRACKET MIDDLE PIECE;Sm;miscellaneous-technical
23AD;RIGHT CURLY BRACKET LOWER HOOK;Sm;miscellaneous-technical
23AE;INTEGRAL EXTENSION;Sm;miscellaneous-technical
23AF;HORIZONTAL LINE EXTENSION;Sm;miscellaneous-technical
23B0;UPPER LEFT OR LOWER RIGHT CURLY BRACKET SECTION;Sm;miscellaneous-technical
23B1;UPPER RIGHT OR LOWER LEFT CURLY BRACKET SECTION;Sm;miscellaneous-technical
23B2;SUMMATION TOP;Sm;miscellaneous-technical
23B3;SUMMATION BOTTOM;Sm;miscellaneous-technical
23B4;TOP SQUARE BRACKET;So;miscellaneous-technical
23B5;BOTTOM SQUARE BRACKET;So;miscellaneous-technical
23B6;BOTTOM SQUARE BRACKET OVER TOP SQUARE BRACKET;So;miscellaneous-technical
23B7;RADICAL SYMBOL BOTTOM;So;miscellaneous-technical
23B8;LEFT VERTICAL BOX LINE;So;miscellaneous-technical
23B9;RIGHT VERTICAL BOX LINE;So;miscellaneous-technical
23BA;HORIZONTAL SCAN LINE-1;So;miscellaneous-technical
23BB;HORIZONTAL SCAN LINE-3;So;miscellaneous-technical
23BC;HORIZONTAL SCAN LINE-7;So;miscellaneous-technical
23BD;HORIZONTAL SCAN LINE-9;So;miscellaneous-technical
23BE;DENTISTRY SYMBOL LIGHT VERTICAL AND TOP RIGHT;So;miscellaneous-technical
23BF;DENTISTRY SYMBOL LIGHT VERTICAL AND BOTTOM RIGHT;So;miscellaneous-technical
23C0;DENTISTRY SYMBOL LIGHT VERTICAL WITH CIRCLE;So;miscellaneous-technical
23C1;DENTISTRY SYMBOL LIGHT DOWN AND HORIZONTAL WITH CIRCLE;So;miscellaneous-technical
23C2;DENTISTRY SYMBOL LIGHT UP AND HORIZONTAL WITH CIRCLE;So;miscellaneous-technical
23C3;DENTISTRY SYMBOL LIGHT VERTICAL WITH TRIANGLE;So;miscellaneous-technical
23C4;DENTISTRY SYMBOL LIGHT DOWN AND HORIZONTAL WITH TRIANGLE;So;miscellaneous-technical
23C5;DENTISTRY SYMBOL LIGHT UP AND HORIZONTAL WITH TRIANGLE;So;miscellaneous-technical
23C6;DENTISTRY SYMBOL LIGHT VERTICAL AND WAVE;So;miscellaneous-technical
23C7;DENTISTRY SYMBOL LIGHT DOWN AND HORIZONTAL WITH WAVE;So;miscellaneous-technical
23C8;DENTISTRY SYMBOL LIGHT UP AND HORIZONTAL WITH WAVE;So;miscellaneous-technical
23C9;DENTISTRY SYMBOL LIGHT DOWN AND HORIZONTAL;So;miscellaneous-technical
23CA;DENTISTRY SYMBOL LIGHT UP AND HORIZONTAL;So;miscellaneous-technical
23CB;DENTISTRY SYMBOL LIGHT VERTICAL AND TOP LEFT;So;miscellaneous-technical
23CC;DENTISTRY SYMBOL LIGHT VERTICAL AND BOTTOM LEFT;So;miscellaneous-technical
23CD;SQUARE FOOT;So;miscellaneous-technical
23CE;RETURN SYMBOL;So;miscellaneous-technical
23CF;EJECT SYMBOL;So;miscellaneous-technical
23D0;VERTICAL LINE EXTENSION;So;miscellaneous-technical
23D1;METRICAL BREVE;So;miscellaneous-technical
23D2;METRICAL LONG OVER SHORT;So;miscellaneous-technical
23D3;METRICAL SHORT OVER LONG;So;miscellaneous-technical
23D4;METRICAL LONG OVER TWO SHORTS;So;miscellaneous-technical
23D5;METRICAL TWO SHORTS OVER LONG;So;miscellaneous-technical
23D6;METRICAL TWO SHORTS JOINED;So;miscellaneous-technical
23D7;METRICAL TRISEME;So;miscellaneous-technical
23D8;METRICAL TETRASEME;So;miscellaneous-technical
23D9;METRICAL PENTASEME;So;miscellaneous-technical
23DA;EARTH GROUND;So;miscellaneous-technical
23DB;FUSE;So;miscellaneous-technical
23DC;TOP PARENTHESIS;Sm;miscellaneous-technical
23DD;BOTTOM PARENTHESIS;Sm;miscellaneous-technical
23DE;TOP CURLY BRACKET;Sm;miscellaneous-technical
23DF;BOTTOM CURLY BRACKET;Sm;miscellaneous-technical
23E0;TOP TORTOISE SHELL BRACKET;Sm;miscellaneous-technical
23E1;BOTTOM TORTOISE SHELL BRACKET;Sm;miscellaneous-technical
23E2;WHITE TRAPEZIUM;So;miscellaneous-technical
23E3;BENZENE RING WITH CIRCLE;So;miscellaneous-technical
23E4;STRAIGHTNESS;So;miscellaneous-technical
23E5;FLATNESS;So;miscellaneous-technical
23E6;AC CURRENT;So;miscellaneous-technical
23E7;ELECTRICAL INTERSECTION;So;miscellaneous-technical
23E8;DECIMAL EXPONENT SYMBOL;So;miscellaneous-technical
23E9;BLACK RIGHT-POINTING DOUBLE TRIANGLE;So;miscellaneous-technical
23EA;BLACK LEFT-POINTING DOUBLE TRIANGLE;So;miscellaneous-technical
23EB;BLACK UP-POINTING DOUBLE TRIANGLE;So;miscellaneous-technical
23EC;BLACK DOWN-POINTING DOUBLE TRIANGLE;So;miscellaneous-technical
23ED;BLACK RIGHT-POINTING DOUBLE TRIANGLE WITH VERTICAL BAR;So;miscellaneous-technical
23EE;BLACK LEFT-POINTING DOUBLE TRIANGLE WITH VERTICAL BAR;So;miscellaneous-technical
23EF;BLACK RIGHT-POINTING TRIANGLE WITH DOUBLE VERTICAL BAR;So;miscellaneous-technical
23F0;ALARM CLOCK;So;miscellaneous-technical
23F1;STOPWATCH;So;miscellaneous-technical
23F2;TIMER CLOCK;So;miscellaneous-technical
23F3;HOURGLASS WITH FLOWING SAND;So;miscellaneous-technical
23F4;BLACK MEDIUM LEFT-POINTING TRIANGLE;So;miscellaneous-technical
23F5;BLACK MEDIUM RIGHT-POINTING TRIANGLE;So;miscellaneous-technical
23F6;BLACK MEDIUM UP-POINTING TRIANGLE;So;miscellaneous-technical
23F7;BLACK MEDIUM DOWN-POINTING TRIANGLE;So;miscellaneous-technical
23F8;DOUBLE VERTICAL BAR;So;miscellaneous-technical
23F9;BLACK SQUARE FOR STOP;So;miscellaneous-technical
23FA;BLACK CIRCLE FOR RECORD;So;miscellaneous-technical
23FB;POWER SYMBOL;So;miscellaneous-technical
23FC;POWER ON-OFF SYMBOL;So;miscellaneous-technical
23FD;POWER ON SYMBOL;So;miscellaneous-technical
23FE;POWER SLEEP SYMBOL;So;miscellaneous-technical
23FF;OBSERVER EYE SYMBOL;So;miscellaneous-technical
2500;BOX DRAWINGS LIGHT HORIZONTAL;So;box-drawing
2501;BOX DRAWINGS HEAVY HORIZONTAL;So;box-drawing
2502;BOX DRAWINGS LIGHT VERTICAL;So;box-drawing
2503;BOX DRAWINGS HEAVY VERTICAL;So;box-drawing
2504;BOX DRAWINGS LIGHT TRIPLE DASH HORIZONTAL;So;box-drawing
2505;BOX DRAWINGS HEAVY TRIPLE DASH HORIZONTAL;So;box-drawing
2506;BOX DRAWINGS LIGHT TRIPLE DASH VERTICAL;So;box-drawing
2507;BOX DRAWINGS HEAVY TRIPLE DASH VERTICAL;So;box-drawing
2508;BOX DRAWINGS LIGHT QUADRUPLE DASH HORIZONTAL;So;box-drawing
2509;BOX DRAWINGS HEAVY QUADRUPLE DASH HORIZONTAL;So;box-drawing
250A;BOX DRAWINGS LIGHT QUADRUPLE DASH VERTICAL;So;box-drawing
250B;BOX DRAWINGS HEAVY QUADRUPLE DASH VERTICAL;So;box-drawing
250C;BOX DRAWINGS LIGHT DOWN AND RIGHT;So;box-drawing
250D;BOX DRAWINGS DOWN LIGHT AND RIGHT HEAVY;So;box-drawing
250E;BOX DRAWINGS DOWN HEAVY AND RIGHT LIGHT;So;box-drawing
250F;BOX DRAWINGS HEAVY DOWN AND RIGHT;So;box-drawing
2510;BOX DRAWINGS LIGHT DOWN AND LEFT;So;box-drawing
2511;BOX DRAWINGS DOWN LIGHT AND LEFT HEAVY;So;box-drawing
2512;BOX DRAWINGS DOWN HEAVY AND LEFT LIGHT;So;box-drawing
2513;BOX DRAWINGS HEAVY DOWN AND LEFT;So;box-drawing
2514;BOX DRAWINGS LIGHT UP AND RIGHT;So;box-drawing
2515;BOX DRAWINGS UP LIGHT AND RIGHT HEAVY;So;box-drawing
2516;BOX DRAWINGS UP HEAVY AND RIGHT LIGHT;So;box-drawing
2517;BOX DRAWINGS HEAVY UP AND RIGHT;So;box-drawing
2518;BOX DRAWINGS LIGHT UP AND LEFT;So;box-drawing
2519;BOX DRAWINGS UP LIGHT AND LEFT HEAVY;So;box-drawing
251A;BOX DRAWINGS UP HEAVY AND LEFT LIGHT;So;box-drawing
251B;BOX DRAWINGS HEAVY UP AND LEFT;So;box-drawing
251C;BOX DRAWINGS LIGHT VERTICAL AND RIGHT;So;box-drawing
251D;BOX DRAWINGS VERTICAL LIGHT AND RIGHT HEAVY;So;box-drawing
251E;BOX DRAWINGS UP HEAVY AND RIGHT DOWN LIGHT;So;box-drawing
251F;BOX DRAWINGS DOWN HEAVY AND RIGHT UP LIGHT;So;box-drawing
2520;BOX DRAWINGS VERTICAL HEAVY AND RIGHT LIGHT;So;box-drawing
2521;BOX DRAWINGS DOWN LIGHT AND RIGHT UP HEAVY;So;box-drawing
2522;BOX DRAWINGS UP LIGHT AND RIGHT DOWN HEAVY;So;box-drawing
2523;BOX DRAWINGS HEAVY VERTICAL AND RIGHT;So;box-drawing
2524;BOX DRAWINGS LIGHT VERTICAL AND LEFT;So;box-drawing
2525;BOX DRAWINGS VERTICAL LIGHT AND LEFT HEAVY;So;box-drawing
2526;BOX DRAWINGS UP HEAVY AND LEFT DOWN LIGHT;So;box-drawing
2527;BOX DRAWINGS DOWN HEAVY AND LEFT UP LIGHT;So;box-drawing
2528;BOX DRAWINGS VERTICAL HEAVY AND LEFT LIGHT;So;box-drawing
2529;BOX DRAWINGS DOWN LIGHT AND LEFT UP HEAVY;So;box-drawing
252A;BOX DRAWINGS UP LIGHT AND LEFT DOWN HEAVY;So;box-drawing
252B;BOX DRAWINGS HEAVY VERTICAL AND LEFT;So;box-drawing
252C;BOX DRAWINGS LIGHT DOWN AND HORIZONTAL;So;box-drawing
252D;BOX DRAWINGS LEFT HEAVY AND RIGHT DOWN LIGHT;So;box-drawing
252E;BOX DRAWINGS RIGHT HEAVY AND LEFT DOWN LIGHT;So;box-drawing
252F;BOX DRAWINGS DOWN LIGHT AND HORIZONTAL HEAVY;So;box-drawing
2530;BOX DRAWINGS DOWN HEAVY AND HORIZONTAL LIGHT;So;box-drawing
2531;BOX DRAWINGS RIGHT LIGHT AND LEFT DOWN HEAVY;So;box-drawing
2532;BOX DRAWINGS LEFT LIGHT AND RIGHT DOWN HEAVY;So;box-drawing
2533;BOX DRAWINGS HEAVY DOWN AND HORIZONTAL;So;box-drawing
2534;BOX DRAWINGS LIGHT UP AND HORIZONTAL;So;box-drawing
2535;BOX DRAWINGS LEFT HEAVY AND RIGHT UP LIGHT;So;box-drawing
2536;BOX DRAWINGS RIGHT HEAVY AND LEFT UP LIGHT;So;box-drawing
2537;BOX DRAWINGS UP LIGHT AND HORIZONTAL HEAVY;So;box-drawing
2538;BOX DRAWINGS UP HEAVY AND HORIZONTAL LIGHT;So;box-drawing
2539;BOX DRAWINGS RIGHT LIGHT AND LEFT UP HEAVY;So;box-drawing
253A;BOX DRAWINGS LEFT LIGHT AND RIGHT UP HEAVY;So;box-drawing
253B;BOX DRAWINGS HEAVY UP AND HORIZONTAL;So;box-drawing
253C;BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL;So;box-drawing
253D;BOX DRAWINGS LEFT HEAVY AND RIGHT VERTICAL LIGHT;So;box-drawing
253E;BOX DRAWINGS RIGHT HEAVY AND LEFT VERTICAL LIGHT;So;box-drawing
253F;BOX DRAWINGS VERTICAL LIGHT AND HORIZONTAL HEAVY;So;box-drawing
2540;BOX DRAWINGS UP HEAVY AND DOWN HORIZONTAL LIGHT;So;box-drawing
2541;BOX DRAWINGS DOWN HEAVY AND UP HORIZONTAL LIGHT;So;box-drawing
2542;BOX DRAWINGS VERTICAL HEAVY AND HORIZONTAL LIGHT;So;box-drawing
2543;BOX DRAWINGS LEFT UP HEAVY AND RIGHT DOWN LIGHT;So;box-drawing
2544;BOX DRAWINGS RIGHT UP HEAVY AND LEFT DOWN LIGHT;So;box-drawing
2545;BOX DRAWINGS LEFT DOWN HEAVY AND RIGHT UP LIGHT;So;box-drawing
2546;BOX DRAWINGS RIGHT DOWN HEAVY AND LEFT UP LIGHT;So;box-drawing
2547;BOX DRAWINGS DOWN LIGHT AND UP HORIZONTAL HEAVY;So;box-drawing
2548;BOX DRAWINGS UP LIGHT AND DOWN HORIZONTAL HEAVY;So;box-drawing
2549;BOX DRAWINGS RIGHT LIGHT AND LEFT VERTICAL HEAVY;So;box-drawing
254A;BOX DRAWINGS LEFT LIGHT AND RIGHT VERTICAL HEAVY;So;box-drawing
254B;BOX DRAWINGS HEAVY VERTICAL AND HORIZONTAL;So;box-drawing
254C;BOX DRAWINGS LIGHT DOUBLE DASH HORIZONTAL;So;box-drawing
254D;BOX DRAWINGS HEAVY DOUBLE DASH HORIZONTAL;So;box-drawing
254E;BOX DRAWINGS LIGHT DOUBLE DASH VERTICAL;So;box-drawing
254F;BOX DRAWINGS HEAVY DOUBLE DASH VERTICAL;So;box-drawing
2550;BOX DRAWINGS DOUBLE HORIZONTAL;So;box-drawing
2551;BOX DRAWINGS DOUBLE VERTICAL;So;box-drawing
2552;BOX DRAWINGS DOWN SINGLE AND RIGHT DOUBLE;So;box-drawing
2553;BOX DRAWINGS DOWN DOUBLE AND RIGHT SINGLE;So;box-drawing
2554;BOX DRAWINGS DOUBLE DOWN AND RIGHT;So;box-drawing
2555;BOX DRAWINGS DOWN SINGLE AND LEFT DOUBLE;So;box-drawing
2556;BOX DRAWINGS DOWN DOUBLE AND LEFT SINGLE;So;box-drawing
2557;BOX DRAWINGS DOUBLE DOWN AND LEFT;So;box-drawing
2558;BOX DRAWINGS UP SINGLE AND RIGHT DOUBLE;So;box-drawing
2559;BOX DRAWINGS UP DOUBLE AND RIGHT SINGLE;So;box-drawing
255A;BOX DRAWINGS DOUBLE UP AND RIGHT;So;box-drawing
255B;BOX DRAWINGS UP SINGLE AND LEFT DOUBLE;So;box-drawing
255C;BOX DRAWINGS UP DOUBLE AND LEFT SINGLE;So;box-drawing
255D;BOX DRAWINGS DOUBLE UP AND LEFT;So;box-drawing
255E;BOX DRAWINGS VERTICAL SINGLE AND RIGHT DOUBLE;So;box-drawing
255F;BOX DRAWINGS VERTICAL DOUBLE AND RIGHT SINGLE;So;box-drawing
2560;BOX DRAWINGS DOUBLE VERTICAL AND RIGHT;So;box-drawing
2561;BOX DRAWINGS VERTICAL SINGLE AND LEFT DOUBLE;So;box-drawing
2562;BOX DRAWINGS VERTICAL DOUBLE AND LEFT SINGLE;So;box-drawing
2563;BOX DRAWINGS DOUBLE VERTICAL AND LEFT;So;box-drawing
2564;BOX DRAWINGS DOWN SINGLE AND HORIZONTAL DOUBLE;So;box-drawing
2565;BOX DRAWINGS DOWN DOUBLE AND HORIZONTAL SINGLE;So;box-drawing
2566;BOX DRAWINGS DOUBLE DOWN AND HORIZONTAL;So;box-drawing
2567;BOX DRAWINGS UP SINGLE AND HORIZONTAL DOUBLE;So;box-drawing
2568;BOX DRAWINGS UP DOUBLE AND HORIZONTAL SINGLE;So;box-drawing
2569;BOX DRAWINGS DOUBLE UP AND HORIZONTAL;So;box-drawing
256A;BOX DRAWINGS VERTICAL SINGLE AND HORIZONTAL DOUBLE;So;box-drawing
256B;BOX DRAWINGS VERTICAL DOUBLE AND HORIZONTAL SINGLE;So;box-drawing
256C;BOX DRAWINGS DOUBLE VERTICAL AND HORIZONTAL;So;box-drawing
256D;BOX DRAWINGS LIGHT ARC DOWN AND RIGHT;So;box-drawing
256E;BOX DRAWINGS LIGHT ARC DOWN AND LEFT;So;box-drawing
256F;BOX DRAWINGS LIGHT ARC UP AND LEFT;So;box-drawing
2570;BOX DRAWINGS LIGHT ARC UP AND RIGHT;So;box-drawing
2571;BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT;So;box-drawing
2572;BOX DRAWINGS LIGHT DIAGONAL UPPER LEFT TO LOWER RIGHT;So;box-drawing
2573;BOX DRAWINGS LIGHT DIAGONAL CROSS;So;box-drawing
2574;BOX DRAWINGS LIGHT LEFT;So;box-drawing
2575;BOX DRAWINGS LIGHT UP;So;box-drawing
2576;BOX DRAWINGS LIGHT RIGHT;So;box-drawing
2577;BOX DRAWINGS LIGHT DOWN;So;box-drawing
2578;BOX DRAWINGS HEAVY LEFT;So;box-drawing
2579;BOX DRAWINGS HEAVY UP;So;box-drawing
257A;BOX DRAWINGS HEAVY RIGHT;So;box-drawing
257B;BOX DRAWINGS HEAVY DOWN;So;box-drawing
257C;BOX DRAWINGS LIGHT LEFT AND HEAVY RIGHT;So;box-drawing
257D;BOX DRAWINGS LIGHT UP AND HEAVY DOWN;So;box-drawing
257E;BOX DRAWINGS HEAVY LEFT AND LIGHT RIGHT;So;box-drawing
257F;BOX DRAWINGS HEAVY UP AND LIGHT DOWN;So;box-drawing
2580;UPPER HALF BLOCK;So;block-elements
2581;LOWER ONE EIGHTH BLOCK;So;block-elements
2582;LOWER ONE QUARTER BLOCK;So;block-elements
2583;LOWER THREE EIGHTHS BLOCK;So;block-elements
2584;LOWER HALF BLOCK;So;block-elements
2585;LOWER FIVE EIGHTHS BLOCK;So;block-elements
2586;LOWER THREE QUARTERS BLOCK;So;block-elements
2587;LOWER SEVEN EIGHTHS BLOCK;So;block-elements
2588;FULL BLOCK;So;block-elements
2589;LEFT SEVEN EIGHTHS BLOCK;So;block-elements
258A;LEFT THREE QUARTERS BLOCK;So;block-elements
258B;LEFT FIVE EIGHTHS BLOCK;So;block-elements
258C;LEFT HALF BLOCK;So;block-elements
258D;LEFT THREE EIGHTHS BLOCK;So;block-elements
258E;LEFT ONE QUARTER BLOCK;So;block-elements
258F;LEFT ONE EIGHTH BLOCK;So;block-elements
2590;RIGHT HALF BLOCK;So;block-elements
2591;LIGHT SHADE;So;block-elements
2592;MEDIUM SHADE;So;block-elements
2593;DARK SHADE;So;block-elements
2594;UPPER ONE EIGHTH BLOCK;So;block-elements
2595;RIGHT ONE EIGHTH BLOCK;So;block-elements
2596;QUADRANT LOWER LEFT;So;block-elements
2597;QUADRANT LOWER RIGHT;So;block-elements
2598;QUADRANT UPPER LEFT;So;block-elements
2599;QUADRANT UPPER LEFT AND LOWER LEFT AND LOWER RIGHT;So;block-elements
259A;QUADRANT UPPER LEFT AND LOWER RIGHT;So;block-elements
259B;QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER LEFT;So;block-elements
259C;QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER RIGHT;So;block-elements
259D;QUADRANT UPPER RIGHT;So;block-elements
259E;QUADRANT UPPER RIGHT AND LOWER LEFT;So;block-elements
259F;QUADRANT UPPER RIGHT AND LOWER LEFT AND LOWER RIGHT;So;block-elements
25A0;BLACK SQUARE;So;geometric-shapes
25A1;WHITE SQUARE;So;geometric-shapes
25A2;WHITE SQUARE WITH ROUNDED CORNERS;So;geometric-shapes
25A3;WHITE SQUARE CONTAINING BLACK SMALL SQUARE;So;geometric-shapes
25A4;SQUARE WITH HORIZONTAL FILL;So;geometric-shapes
25A5;SQUARE WITH VERTICAL FILL;So;geometric-shapes
25A6;SQUARE WITH ORTHOGONAL CROSSHATCH FILL;So;geometric-shapes
25A7;SQUARE WITH UPPER LEFT TO LOWER RIGHT FILL;So;geometric-shapes
25A8;SQUARE WITH UPPER RIGHT TO LOWER LEFT FILL;So;geometric-shapes
25A9;SQUARE WITH DIAGONAL CROSSHATCH FILL;So;geometric-shapes
25AA;BLACK SMALL SQUARE;So;geometric-shapes
25AB;WHITE SMALL SQUARE;So;geometric-shapes
25AC;BLACK RECTANGLE;So;geometric-shapes
25AD;WHITE RECTANGLE;So;geometric-shapes
25AE;BLACK VERTICAL RECTANGLE;So;geometric-shapes
25AF;WHITE VERTICAL RECTANGLE;So;geometric-shapes
25B0;BLACK PARALLELOGRAM;So;geometric-shapes
25B1;WHITE PARALLELOGRAM;So;geometric-shapes
25B2;BLACK UP-POINTING TRIANGLE;So;geometric-shapes
25B3;WHITE UP-POINTING TRIANGLE;So;geometric-shapes
25B4;BLACK UP-POINTING SMALL TRIANGLE;So;geometric-shapes
25B5;WHITE UP-POINTING SMALL TRIANGLE;So;geometric-shapes
25B6;BLACK RIGHT-POINTING TRIANGLE;So;geometric-shapes
25B7;WHITE RIGHT-POINTING TRIANGLE;Sm;geometric-shapes
25B8;BLACK RIGHT-POINTING SMALL TRIANGLE;So;geometric-shapes
25B9;WHITE RIGHT-POINTING SMALL TRIANGLE;So;geometric-shapes
25BA;BLACK RIGHT-POINTING POINTER;So;geometric-shapes
25BB;WHITE RIGHT-POINTING POINTER;So;geometric-shapes
25BC;BLACK DOWN-POINTING TRIANGLE;So;geometric-shapes
25BD;WHITE DOWN-POINTING TRIANGLE;So;geometric-shapes
25BE;BLACK DOWN-POINTING SMALL TRIANGLE;So;geometric-shapes
25BF;WHITE DOWN-POINTING SMALL TRIANGLE;So;geometric-shapes
25C0;BLACK LEFT-POINTING TRIANGLE;So;geometric-shapes
25C1;WHITE LEFT-POINTING TRIANGLE;Sm;geometric-shapes
25C2;BLACK LEFT-POINTING SMALL TRIANGLE;So;geometric-shapes
25C3;WHITE LEFT-POINTING SMALL TRIANGLE;So;geometric-shapes
25C4;BLACK LEFT-POINTING POINTER;So;geometric-shapes
25C5;WHITE LEFT-POINTING POINTER;So;geometric-shapes
25C6;BLACK DIAMOND;So;geometric-shapes
25C7;WHITE DIAMOND;So;geometric-shapes
25C8;WHITE DIAMOND CONTAINING BLACK SMALL DIAMOND;So;geometric-shapes
25C9;FISHEYE;So;geometric-shapes
25CA;LOZENGE;So;geometric-shapes
25CB;WHITE CIRCLE;So;geometric-shapes
25CC;DOTTED CIRCLE;So;geometric-shapes
25CD;CIRCLE WITH VERTICAL FILL;So;geometric-shapes
25CE;BULLSEYE;So;geometric-shapes
25CF;BLACK CIRCLE;So;geometric-shapes
25D0;CIRCLE WITH LEFT HALF BLACK;So;geometric-shapes
25D1;CIRCLE WITH RIGHT HALF BLACK;So;geometric-shapes
25D2;CIRCLE WITH LOWER HALF BLACK;So;geometric-shapes
25D3;CIRCLE WITH UPPER HALF BLACK;So;geometric-shapes
25D4;CIRCLE WITH UPPER RIGHT QUADRANT BLACK;So;geometric-shapes
25D5;CIRCLE WITH ALL BUT UPPER LEFT QUADRANT BLACK;So;geometric-shapes
25D6;LEFT HALF BLACK CIRCLE;So;geometric-shapes
25D7;RIGHT HALF BLACK CIRCLE;So;geometric-shapes
25D8;INVERSE BULLET;So;geometric-shapes
25D9;INVERSE WHITE CIRCLE;So;geometric-shapes
25DA;UPPER HALF INVERSE WHITE CIRCLE;So;geometric-shapes
25DB;LOWER HALF INVERSE WHITE CIRCLE;So;geometric-shapes
25DC;UPPER LEFT QUADRANT CIRCULAR ARC;So;geometric-shapes
25DD;UPPER RIGHT QUADRANT CIRCULAR ARC;So;geometric-shapes
25DE;LOWER RIGHT QUADRANT CIRCULAR ARC;So;geometric-shapes
25DF;LOWER LEFT QUADRANT CIRCULAR ARC;So;geometric-shapes
25E0;UPPER HALF CIRCLE;So;geometric-shapes
25E1;LOWER HALF CIRCLE;So;geometric-shapes
25E2;BLACK LOWER RIGHT TRIANGLE;So;geometric-shapes
25E3;BLACK LOWER LEFT TRIANGLE;So;geometric-shapes
25E4;BLACK UPPER LEFT TRIANGLE;So;geometric-shapes
25E5;BLACK UPPER RIGHT TRIANGLE;So;geometric-shapes
25E6;WHITE BULLET;So;geometric-shapes
25E7;SQUARE WITH LEFT HALF BLACK;So;geometric-shapes
25E8;SQUARE WITH RIGHT HALF BLACK;So;geometric-shapes
25E9;SQUARE WITH UPPER LEFT DIAGONAL HALF BLACK;So;geometric-shapes
25EA;SQUARE WITH LOWER RIGHT DIAGONAL HALF BLACK;So;geometric-shapes
25EB;WHITE SQUARE WITH VERTICAL BISECTING LINE;So;geometric-shapes
25EC;WHITE UP-POINTING TRIANGLE WITH DOT;So;geometric-shapes
25ED;UP-POINTING TRIANGLE WITH LEFT HALF BLACK;So;geometric-shapes
25EE;UP-POINTING TRIANGLE WITH RIGHT HALF BLACK;So;geometric-shapes
25EF;LARGE CIRCLE;So;geometric-shapes
25F0;WHITE SQUARE WITH UPPER LEFT QUADRANT;So;geometric-shapes
25F1;WHITE SQUARE WITH LOWER LEFT QUADRANT;So;geometric-shapes
25F2;WHITE SQUARE WITH LOWER RIGHT QUADRANT;So;geometric-shapes
25F3;WHITE SQUARE WITH UPPER RIGHT QUADRANT;So;geometric-shapes
25F4;WHITE CIRCLE WITH UPPER LEFT QUADRANT;So;geometric-shapes
25F5;WHITE CIRCLE WITH LOWER LEFT QUADRANT;So;geometric-shapes
25F6;WHITE CIRCLE WITH LOWER RIGHT QUADRANT;So;geometric-shapes
25F7;WHITE CIRCLE WITH UPPER RIGHT QUADRANT;So;geometric-shapes
25F8;UPPER LEFT TRIANGLE;Sm;geometric-shapes
25F9;UPPER RIGHT TRIANGLE;Sm;geometric-shapes
25FA;LOWER LEFT TRIANGLE;Sm;geometric-shapes
25FB;WHITE MEDIUM SQUARE;Sm;geometric-shapes
25FC;BLACK MEDIUM SQUARE;Sm;geometric-shapes
25FD;WHITE MEDIUM SMALL SQUARE;Sm;geometric-shapes
25FE;BLACK MEDIUM SMALL SQUARE;Sm;geometric-shapes
25FF;LOWER RIGHT TRIANGLE;Sm;geometric-shapes
2600;BLACK SUN WITH RAYS;So;miscellaneous-symbols
2601;CLOUD;So;miscellaneous-symbols
2602;UMBRELLA;So;miscellaneous-symbols
2603;SNOWMAN;So;miscellaneous-symbols
2604;COMET;So;miscellaneous-symbols
2605;BLACK STAR;So;miscellaneous-symbols
2606;WHITE STAR;So;miscellaneous-symbols
2607;LIGHTNING;So;miscellaneous-symbols
2608;THUNDERSTORM;So;miscellaneous-symbols
2609;SUN;So;miscellaneous-symbols
260A;ASCENDING NODE;So;miscellaneous-symbols
260B;DESCENDING NODE;So;miscellaneous-symbols
260C;CONJUNCTION;So;miscellaneous-symbols
